file_name,caption
YA880O6Vhbow.wav,Engine chugging consistently
YA7zQUkjwYBg.wav,Bells are ringing while dogs are barking
YA8-FAltnE8I.wav,A older man is exchanging information shortly followed by a door opening
YA7xEHqjVKr0.wav,A man speaks followed by several clicks
YA7xz2cV1RAA.wav,A bird is singing
Y0mYhGFSi_B0.wav,Man speaking with farm animals in background
Y0mWiUWHhbBg.wav,Loud engine is steady then revving
Y0ma2BvnQn2o.wav,The sizzling of food in a pan
Y0mZtf_fMZu0.wav,A dog panting heavily
Y0mc6IZmP0D0.wav,Dry scratching accompanied by a man speaking
Y0mgIsS0wKro.wav,A person is snoring while sleeping
Y0mg8dFkEeyk.wav,A young female is speaking and a motor is running
YeW6c-DkQ5gE.wav,Clicking and rattling vibrations
YeW6bMWsuPmI.wav,Several motorcycles accelerate while a man talks far away
YmeHGiqysfqQ.wav,A person talking and typing
YBdb6Do_z320.wav,Rain pouring and wind blowing on a plastic surface as a woman is talking
YmeNzcWvcO9E.wav,An engine decelerates rapidly
YeWTkGNUB7Ek.wav,A man speaks followed by scraping
YOYo_wCd7ELU.wav,Humming of a car engine followed by a man speaking
YBdd5rwv8k8A.wav,A woman teaches and narrates
YxmyjnRvF4PA.wav,A child speaks and moves dishes then a woman speaks in the background
Y_CcC3u9soWY.wav,A machine motor running as metal clanks followed by compressed air releasing while a man talks faintly in the background
Y-NXmrBqXPDg.wav,The man thanks people for listening and then everyone claps
YP6V-AA-R05k.wav,Birds flapping and cooing with people talking
Y-NW2pPAToFM.wav,Foot steps followed by a toilet flush
Yo4T9zpTOJH0.wav,Breathing noises as a spray bottle sprays
YJi1N5HXUjPI.wav,"A car revs up multiple times, followed by a siren blaring and a car colliding"
YxwdanunAmY8.wav,A crowd of people laughing as a man is speaking then laughing with a woman and an infant laughing
YI1XaIIyS0nc.wav,Children speak and whistle
Y-N_0yhNWzKc.wav,The sound of high speed cars racing is followed by a short announcer's voice
YJ2wF_56fS7I.wav,Pig snorting then oinking with some walking on sand
YFsuF6O20AJs.wav,High speed vibrations and humming of a sewing machine followed by light rustling
Y-NYx9Vaxapc.wav,The sound of six gunshots being fired in a row
YFszI0WsAr4w.wav,Humming and rustling with a distant siren ringing
YFsvwyL1hLDU.wav,Light static with a vehicle passing then a train car and another vehicle
YFsx6pB3rSaE.wav,A clock ticking as bells chime and wood rattles
Y-NScoOFxgBA.wav,Various people talking and animal noises towards end
Y_CZmWmEhIxs.wav,A vehicle slows down and squeals tires
Y17yQr4xrW5I.wav,A dog is whimpering
Y-NTah9ftdoc.wav,A helicopter propelling while it is flying in the air
Y-NTIidjslmY.wav,Multiple birds chirping
YfG-4h9Du68E.wav,A man speaking followed by rain falling and thunder roaring
Y_CLM93HUyjQ.wav,A young girl laughs followed by some rustling and more laughing than a girl speaks
Y_COUhYgRBno.wav,"Train running down the track, accelerating increasing pitch"
Y_CNajI8GOIo.wav,Water sloshes nearby as a baby hums
YkYd5zfKV-pM.wav,A man talks while some kitchenware is tapped
YQzE5qxLdKfY.wav,A young man burps loudly and another young man speaks loudly and claps
Y-N_jM3yRmbU.wav,Gun being fired repeatedly
Y-N_AnLdYCzA.wav,A sound of a girl laughing and man speaking and bike riding sound
YzGT-dVjTA0k.wav,Thunder roars in the distance with rain falling
YzGQdICF6wz4.wav,A person snoring with a woman laughing
YzGV_eLnQDls.wav,Wind blowing followed by a dog barking
YzGU9jg3y_mg.wav,A toilet is flushed
YzGEh9b4DZnU.wav,An emergency siren going off in the distance and growing louder as a crowd of people talk in the background
YzGDWCwHTB4E.wav,Some rustling and clinking with distant traffic passing
YzGHygnqsvpA.wav,Loud splashing water followed by a man and woman speaking
YzGFhXAEsans.wav,Cloth shuffling followed by plastic clicking then a sewing machine operating
YzGWsrWqQKys.wav,Wind blows and leaves rustle with rustling then chiming wind chimes
YBVVqpVCAOzU.wav,A man laughs followed by loud honks of horns then more men speaking
Y6tMhStNYZ8w.wav,A man is speaking while a gathering of people are clapping in the background
Y6tKsaNTz6Bw.wav,A car engine is started up and revs up
Y6tPuYUjgVpU.wav,A drill is being used followed by high pitched speech
Y6tOn6zt5skA.wav,Fake oinking followed by a woman chuckling
Y6tZ5Pky4aaw.wav,A woman is speaking then a person burps and another person laughs
Y6tTmNBvT7VU.wav,A motor kicking over and stopping then a man speaking
Y6tiV2-55uqU.wav,A person giving a speech
Y6taOMzZpo5Y.wav,A man giving a speech
Y6tjY5jA3i2c.wav,A small dog growls and barks
Y6tjLSUMbPhg.wav,A person snores very loudly
YnY2wGip94Is.wav,A man talks while some surface is rubbed
YnXvudTJXxEE.wav,A man talks while some door is closed and opened
YnXjxnr6zR-Q.wav,Thunder rolls in the distance
YnXfN9ScO2ZM.wav,White noise with clanking and rustling
YIdEM37OC-8s.wav,Rain falling on a hard surface alongside plastic camera muffling
Y-DN0XLqlVSs.wav,The wind is blowing and female is speaking and laughing followed by splashing water and a clanking
Y-DMGHwhP928.wav,The blades of a helicopter constantly whir
YIdM1IzbJOxc.wav,An helicopter engine works
Y_faURfqNXSM.wav,A train horn sounds loudly
Y-D4aoPlD81Y.wav,A large vehicle engine is running
Y-D3twEAOC5I.wav,There is a woman giving a speech amplified by a microphone
Y-D3R-YagMT8.wav,A vehicle's engine is being made to run quite fast
Y-D31xZ8HWEs.wav,A running engine with revving at the end
Y-DGbtcKYVg0.wav,Door opens and closes and man breathing somewhat heavily
Y-DAkCOg9QT4.wav,Plane taking off or landing
Y-DAJ-LoO1g8.wav,A man speaking as a car buzzes past
Y-D60wnKeVSw.wav,A man speaking then a strong beep
Y6bx-mUvHM98.wav,A child speaks in a foreign language
Y6bsAP7ADCkk.wav,An engine is smoothly being revved up and then revved up all the way
Y6cAoOtvgS7I.wav,A baby is crying stops crying
Y6c4dZrZS4BE.wav,A baby cries and a woman speaks
Y6bnjWEaQ1Ks.wav,"A woman speaks, a gentle slapping"
Y6bmJLRXrH-g.wav,A person is talking and music plays in the background
Y6bprNCY-5_I.wav,A truck engine is running continuously
Y6borh3-lLa0.wav,Something is clicking and small pop goes off
Y6cC3whgJl_4.wav,A horse is neighing then a woman is speaking in a soft tone followed by the horse trotting off
Y6cC37XbJlXQ.wav,Strong wind is blowing and water is splashing
Y3I-d1xAHlSo.wav,A woman giving a speech
Y50NZjmRCXH8.wav,Pigeon sound followed by wings flapping
Y50Ophs2Ih-4.wav,The sound of a machine drilling and a male voice speaking in a foreign language in the background
YNPD59yt5lw4.wav,A person snores and another person laughs while someone else talks
Y3I1V62ci_xk.wav,"A woman speaks, traffic passes in the distance"
Y50FXSy0Doos.wav,A man speaking followed by a round of applause
Y50HEcyRikl0.wav,A man delivering a speech
Y50DyQj7BlrA.wav,Soft music and a running stream in the background
Y50EImQS8MXk.wav,Large vehicle driving and birds chirping
Y50MlHPm4JBs.wav,Clicking on a computer keyboard
Y50I33OfWfo4.wav,The sound of a car speeding up while squealing the tires
Y50KWrXgZJQk.wav,A person blows their nose
YkYqtNe-XdFo.wav,A plane engine runs
YgQIxMGH8WX4.wav,Plastic crumpling followed by plastic crinkling then plastic sliding
YQjbHDE2ZWC4.wav,A vehicle engine vibrates and revs several times quietly
YgQFlk-bWdtc.wav,Rain falls and thunder cracks in the distance followed by several cars alarms going off
YHTsFCVSYNwc.wav,"Rapid gunfire shots, someone breathes deeply and more rapid gunshots"
YqJ1jVukrfmc.wav,A slow sequence of soft meows of varying tonality
Y4g0qGcbRWVU.wav,"A tone beeps, and an adult female and adult male speak"
Y4g14s8V-mSs.wav,A man is speaking
Y4fz2rXUjrSs.wav,Water is running from a faucet
Y4g-i2X9voVM.wav,"Rumbling from a large vehicle grows louder, a person speaks"
Y4g5UJW0t4uc.wav,"A cat meowing, a man cries out in pain"
Y4g6XTErPsXU.wav,Several pigeons coo
Y4g23duG856o.wav,Men speaking and clanking
Y4gDsgx3Mxbo.wav,Female making a speech fairly quickly with calm noise
Y4gJHxTA4tAQ.wav,A man is giving a speech
Y_fBM8dtZVGI.wav,A large outside bell being banged on
Y6XqvgnAXTX4.wav,"Music is playing in the background, and a dog is growling"
Y-m_rnUuUliM.wav,Cat noises and a male talking
Y6Xm00iLcYBo.wav,A person giving a speech and a crowd laughing
Y6XliYqpTSMc.wav,A baby does a deep belly laugh and a woman giggles and speaks
Y1DVyj_Q5f0A.wav,A cat is meowing loudly
Y1DTCr6KOJkQ.wav,Person speaking with sound of plate being tapped
Y6Xse6ggSheI.wav,Drill tools metal impact noises
Y1DXmTC1bUy0.wav,Female giving speech and audience gives applause
YpxRi06Mugi0.wav,A crowd applauds and cheers
Y6XwscnjrMpY.wav,A woman talking followed by muffled talking in the distance
Y6XwkRqJoffU.wav,Emergency vehicle driving with siren on
Y1DdHREPygtw.wav,A man is giving a speech
Y1DdGJjLIDCc.wav,A young woman is speaking
YpxQ_u2h_WyM.wav,Rain falling on a surface and wind blowing heavily on a microphone
YdaeBHfXn6YU.wav,Environmental noise is sounding while a man is speaking
Yn3o9zw19DT0.wav,"Race cars accelerate and skid nearby, and then a person talks loudly nearby"
Ydab-YTZBThs.wav,A man speaking as pressurized air sprays
Y0wBhkeneS_0.wav,Grease popping sounds are occurring
YH87hEFQofE0.wav,Clicking on a computer keyboard
YdaQGT12fles.wav,A machine works and a surface is rubbed
YdaMEwXJj88c.wav,A quick and very brief bursting sound as winds blow on the microphone along with a motorboat engine and gurgling water produce steady ambient noises
Y-mWQaFTlk5I.wav,"An electronic adult female is speaking, then another adult female voice speaks"
Yn3K2Uaz_1R8.wav,A engine revving while people chuckle
Yn3UfYsZHRas.wav,Humming of an idling engine followed by an alarm
Yn3gyTFd_-jg.wav,A high pitched engine running
Y0wPxYGq1y1Y.wav,Water splashing down
YCQDSnFyypQE.wav,"A whir of wind, a vehicle engine drives by"
Y0wJPJrVsgZY.wav,A man is speaking followed by some sound of dusting or beating
Y-mXTNtF2FJQ.wav,"Truck engine, revving up"
Y6h4hZiywOxE.wav,Vehicle engine being shut off and a man speaking
YKO1ty2UpJaM.wav,A large engine idles continuously
YD4sQasOmsl0.wav,A man speaking and sanding noise with piano music playing in the background
YD4t5z0d4JmA.wav,A helicopter grows distant midst people conversing
Y6h4kMGEP66w.wav,A man speaking then a duck quacks
YKNj5vve6VkA.wav,Water rushing down a flushed toilet
YD4rSw6nZ1E0.wav,Water splashing and flowing
Y6h4vHDNDjWE.wav,Dog growling and fluttering of wings
Y1LpJE5bymKg.wav,People talking in a foreign language as a vehicle drives by
Y1LoOoQtsLw0.wav,Short cuts of a woman laughing
Y1Lnlaifz2DI.wav,Car horn honking with muted voices in background
Y1Lne7Db_Fhc.wav,Rapid typing from a computer keyboard
Y1LrjrFI9bDY.wav,A small engine cranking up and dying
Y1LqwK3E6csM.wav,A man talking with wind blowing
Y1Lqac2Y3UEw.wav,A child is crying in a high pitch
Y6h7asl58900.wav,Wind gusting past
Y1LtAnKM9Uww.wav,"Sizzling food in a pan, a man talks, metal clinks together"
Y1Lrmc47Upao.wav,Engine accelerating loudly
Y6h8x8NBok0o.wav,A person snoring
Y59MqKY5md9w.wav,"A person snoring, another person laughs"
Y1c72xzS3vLw.wav,Waves are splashing
Y59UL9Up9a3o.wav,"A door is shut, a toilet flushes"
Y1c0OD8CbxwI.wav,Wind and birds chirping
Y6h99WndQnfc.wav,Footsteps and sheep bleat then people speak
Y1c470UCEXkc.wav,"An adult male speaks, rustling occurs, two children speak, and a dog barks"
Y1c5kl2itL9c.wav,A woman speaking who's voice is echoing
Y6h9WcfmBLR8.wav,Voices of children in background and then a woman speaks
Y1c9GpnL5cEo.wav,Engine running continuously
Y1c9MI3Kf4Ic.wav,Ducks quacking followed by speech
YOWeBUmLmAOM.wav,A loud engine running and then fading out as it is turned off
Y6hGgdA_VzI8.wav,A siren rings and is turned off then a man speaks
Y3YjzTtp7HV0.wav,"An adult female speaks, a pop occurs, and the adult female screams and laughs and speaks again"
YoTMgx1a0qIA.wav,"The breathy, wheezing exhalations of a snorer include two exhalations that increase in volume"
Y6hHb5uON0CY.wav,A person speaks right before an explosion and another person laughs
Y1Lf8Fr7huOM.wav,An ambulance siren on an emergency vehicle
Y1Li0FOPJNj4.wav,A vehicle engine is idling and a man is speaking
YaFEgOoIGffw.wav,Hissing followed by a manspaking with music in the background
Y3YaJN4p6tRY.wav,Wind is blowing and something is crackling
YkmJQQ4SQ0bc.wav,A woman speaks and fries food
Y3YawAbCk4Xs.wav,"People laugh uproariously, then a young boy speaks"
Y1Llg27u58Lw.wav,The idling of motorcycle
Y1Lm-UTH4Qbk.wav,A young child is laughing as another screams nearby
YkiQn94M2O3E.wav,A woman speaking while food sizzles and fries
YkibTeizrqKI.wav,A clock ticks and rocks
YkijNmpPmRnI.wav,A music is played nearby
YHgNqeUAvbVI.wav,Phone ringing then male speaking
YHgZpnvthnxQ.wav,A group of people talking as leaves rustle then plastic thumping twice with wind lightly blowing into a microphone while a muffled motorboat engine runs
Y5pjuE0iyRwE.wav,Engine revving and accelerating
Y5pkzmSWbBbY.wav,Man laughing repeatedly and ball bouncing on hard surface
Y5pm6ks4smb8.wav,Applause with yelling
Y5pn683a8oHo.wav,A woman narrates rapidly
Y5pg-_i_zhSg.wav,An engine revs
Y5ph-IRg4k3o.wav,"A woman is speaking and singing at the same time to a baby, followed by the baby saying something in response"
Y5pjA29YmwbQ.wav,Suspenseful music and a stone door grinding on stone
Y5pjDyHTLTwo.wav,A thunderstorm with heavy rain followed by a fade out of storm audio in favor of music
Y5pncSb7fxEQ.wav,Cat meows several times
Y5poDuUivcw8.wav,Wind rustles through the trees as people talk and crunch leaves underfoot
Y4AOaHKXHyM0.wav,Snoring man sleeping
Y4AOwjmt5z2g.wav,A motor trying to be started and then finally turns over but ends abruptly followed by a man saying something
Y4APbpnsjXIw.wav,A man gives a speech
Y4ATteEciMXY.wav,"A large engine is running and vibrating, and a high-pitched whine is present"
Y4ADxi494xsA.wav,Rapid typing on keyboard
Y4AIdWGBaFY8.wav,Engine running and revving
Y4AJWvpPW8Pc.wav,An adult male speaks over a single sharp snap
Y4AO6pip56Fo.wav,"Ding of train crossing, then train horn blaring"
YJogRQHejuyY.wav,A train horn blowing while a train runs on railroad tracks in the distance growing louder alongside a railroad crossing signal dinging in the background as wind blows softly into a microphone
YJobwVuLGOYY.wav,Frogs croaking with cricket noises
Y4AUZWJNjSms.wav,"A man talking on over a microphone, people laughing, cheering, and screaming in the background"
Y4AUqZfLBLDs.wav,People are talking followed by spraying noises
Yw76WB4qKhBw.wav,Barking puppies and a brief male cough
Y2U4z5hyT3gg.wav,A dog is barking and growling
Yongm6CBqzcs.wav,A man continuously snoring
Y2U1We_NV7BU.wav,A woman and a baby pretend to sneeze
Yw6kssn82cAo.wav,A quick beep followed by water gurgling
Y2U13CjdQ5jw.wav,A clock is ticking
YmLLy_1Z8LgY.wav,Wind noises with animals quacking
Yw72jJBwu7ow.wav,A baby cries followed by a gunshot and then a man speaks over a loudspeaker and people applaud
Y2U0w9xUtMVk.wav,"Wind roars, waves crash against a beach"
YyRqs9LietXM.wav,Outdoor ambiance followed by metal clanging then a power tool operating then a jackhammer operating
YyRqDlzEtGcY.wav,Baby cries as man speaks
Yb99-vhQ84G0.wav,A helicopter engine running as high-pressure water sprays
YyRkqF-wy98Y.wav,A few people talking at the same time with ambient vehicle noise in the background
YyR_xCN6cv-s.wav,An insect buzzes and then a vacuum runs.
YyR_iSEx936g.wav,Gun fires in automatic and semi-automatic mode
YyRWvAAjgtrA.wav,A woman and a man talking as ocean waves crash followed by a woman screaming as wind blows into a microphone
Y2U6FfxxJ95o.wav,Men speaking and bird wings flapping
Y7zmRpHh5r_c.wav,The ocean is in momentum with sounds of currents and waves crashing
Y7znynyVPuOI.wav,A person in a car is revving the engine then suddenly accelerates and roars away
Y7ztf5-k_aEE.wav,An engine idles a bit roughly outside
Y7ztvgeYrBZY.wav,"A long, drawn out burp"
Y7zduQUFX140.wav,A man speaking and typing
Y2U58abh4gt8.wav,A person is snoring and person whispers
Y7zjbc0cjQWk.wav,"Hissing and clicking occur, and two adult males speak"
Y7k31oHbjIg0.wav,A man is speaking in a monotone voice
YY6c9dfP1I-U.wav,Rain falls and water splashes
YY6NuJ6-9S_A.wav,"A mid-size motor vehicle engine is idling, vibrating and knocking rhythmically"
Y2U5-sQPm4WQ.wav,People are talking and a truck passes by
Y7zuzyrWRdqE.wav,Spraying in a public area with a man talking in the background
Y8--poV7RPyo.wav,Several sheep are bleating and people are talking in the distance
YY6KMDFxlbq0.wav,Clap of thunder and then pitter-patter of rain
YY6KALdmaZPs.wav,People speaking over running water and laughing
YyZefKVrNVHM.wav,Thunder roars in the distance
YaoweoboOkkE.wav,Someone breathes while gurgling happens
YaotMMwDQ-yo.wav,Someone types on a keyboard
YjjQujssGfRI.wav,"Several pigeon coo, flap wings and taps metallic surface"
YOZo0Bh8jFNI.wav,Something screeches and rattles at a fast rate continuously
YMj3tIN_iTkA.wav,A man talking as plastic crinkles and leaves crumple
YOZftVCeblMk.wav,Hissing and a man speaking followed by rattling
YMj6x20cUeCU.wav,Pigeons coo quietly nearby as birds sing in the distance
YOZvmGETIfIQ.wav,A large stream flows continuously and birds chirp and then a song starts playing
YO_9ytAiOFGs.wav,A crowd talks far away as a train whistle sounds and chugs close by
Y7k2WpX4UnwE.wav,Several people speak as traffic passes
Y7k-3IzZLs08.wav,Sirens sound before abruptly stopping before beeping
YyYwNo9KqXSU.wav,Pigeons coo with rustling and humming of distant traffic
YUpZIRBR2JlU.wav,A sewing machine starting slow and speeding up
YyZ0xO4Hm3sI.wav,A toilet flush is followed by soft tapping
YLw2Kn9FW3A4.wav,A man speaking followed by clicks and rings
YqmKBDjZqR9I.wav,Water runs into a hollow object
YLvPr3g4Erms.wav,A power tool drilling
Y3G6xC0wSgyQ.wav,A car horn honks and a car passes by
Y3G7gM5LY7_8.wav,A loud truck beeping in reverse with revving engine
Y3G6PdfBHAyE.wav,A person speaking
Y3G6QuMmKoOg.wav,A buzzing noise with crinkling intermittently
Y3GB6244ctmI.wav,"A human is hissing and meowing like a cat, and an electronic device plays in the background"
Y3GG2OCNQI0o.wav,Men speaking and laughing
Y3GAJ6VO2lL4.wav,Men talking with vehicle engine noises in background
Y3GAk63wQY_U.wav,A train drives noisily over the tracks
YqJqdUEQSw4Y.wav,A vehicle moves far away followed by an airplane flying far away
Y3GHVkqqQZ_k.wav,A man speaking sirens in the background tires squealing
Y3GLclxmq-Ks.wav,Rapid typing on computer keyboard
YqJrq9B1Q5_o.wav,"The wind is blowing, water is splashing and gurgling, and seagulls are calling in the distance, during which two adult males are speaking"
Y3oqD11nm7tA.wav,"Large animals walk on the grass, birds chirp in the distance"
Y3oqAUFCk32s.wav,"Roaring, crackling and hissing are present"
YvXqMn-ZfPOA.wav,Birds chirp and frogs vocalize
Y3oj_nRQRd_Q.wav,"Water splashes, children speak"
Y3ojMyFKakpQ.wav,Funky music plays as a high-pitched machine runs
Y3oohERgCUq4.wav,"A baby is crying, a child speaks in the background, and an adult female speaks"
Y3okrycRoXfk.wav,A sewing machine whirs while voices speak
Y3ogY3JndwAc.wav,A man giving a monologue
Y3og4i309neI.wav,A man is talking and a horse is walking
Y3oj1QxO_ow0.wav,A man is giving a speech
Y3oirLTsjt0U.wav,A large engine roars
YG3ImufnvAyc.wav,An electric saw works
YXEzeTpIx8lc.wav,A bell clangs and ticks loudly in the distance
YXEokIQCZ_Vg.wav,A small engine runs continuously
YXEsnt3fMGoc.wav,A man yells and a spring bounces while the man walks
YG3LpVQ8QacA.wav,A rattle sounds nearby while birds tweet far away and then a man speeches
YzuTvfQSYr_0.wav,An infant crying as a man is talking
YPGR4wI8DVmI.wav,Several people talk while vehicles move
YX1wm85hKnTk.wav,A motorbike engine running then accelerating
YX1zntKNqjYE.wav,A man speaking as birds are chirping
YX22YeBg2RBU.wav,"A child speaks, then a splash is followed by loud laughter"
YX1hSw_P8mv4.wav,A man speaking while typing on a keyboard
Y_Ffw9UUG1l4.wav,Man talks followed by an explosion with some laughing and men talking
YRT5P7Gc60Og.wav,Emergency vehicles with sirens drive away in the distance
YRT-kRQxy3SU.wav,Machine gun fire and blasts are occurring while music is playing
YNfQaL7fG4Jk.wav,"As a car engine hums, a man speaks loudly nearby"
YtZRidFbOvHs.wav,A scraping and men talking
YtZ_BijKbWqY.wav,Humming and revving of an engine with a child screaming
YNfNeVK6p0HY.wav,Blaring train horns get louder as train approaches and passes by
YD0--yB-Lh-A.wav,A man speaking as a camera muffles and a vehicle engine runs idle
YNf5wCZCn3k8.wav,A man and woman talking with water gurgling nearby.
Y_FZvu208YVk.wav,Wind blowing and an engine hums as a plane passes overhead with people speaking briefly
Yt_0Zy_UHjUs.wav,A child giggling and then a small burp
YUQw_2X0WvWU.wav,A woman talking while a pig is oinking
YTRvPeVzNALA.wav,A man speaking together with clanking
YrNk2p_S1zOk.wav,Rustling followed by an engine running
Y2mPr6KTDA94.wav,A horses hooves clip clop as a man and woman talk
YYEqEve-tYPQ.wav,A device beeps and clicks several times nearby
YUvJAtDlVpT0.wav,Clicking followed by the meow of a cat
YUv2KoFJo4E0.wav,Several goats speak and women speak followed by a rooster crowing
YUv2-BImMu40.wav,A female voice is speaking while a sewing machine is running in the background
YUv0uefIAg74.wav,Male narration followed by loud background wind noise and high pitched whirring
YC7kOuFiEymU.wav,Someone moves objects on a hard surface and speaks
YC7j6TqPvjmo.wav,Water splashing and trickling
Ysh-9S6fSmRg.wav,A woman speaks as a fountain of water flows and chirps of birds and a thump at the end
YC7sejflYcZs.wav,Continuous chirping and female speech
Y2mRdxjsIsaI.wav,A bird is chirping as a horse clip-clops along
YC7uaW7D1sNs.wav,"The wind blows, repeated hisses occur and a steam whistle toots twice"
YQmT74oBTzlU.wav,Something is rubbed followed by a man talking
Yta0DWBZJWlg.wav,A crowded street is used by emergency vehicles to get through mid town
YYEzKjwv-D0M.wav,Some object devices are tapping frequently
YBKHCyDzneGM.wav,A man speaking and engine starting
YYEzxjZ2UTlM.wav,A woman speaks and a dark barks
YtaULnNr-wCY.wav,Plastic softly clanking
YtaISWoGb6io.wav,A swoosh sound effect followed by a man talking
YCTZK_7py_4w.wav,"A baby laughs, a woman speaks in the background"
YiTVN_6asnS4.wav,Children talk and a woman speaks
YPBJDjCCu4sU.wav,"Raining, people talking, crunching and roadway noises"
YPBKlnX-IwcI.wav,An engine runs continuously
YuD_zIa8r8Ng.wav,A railroad warning bell ringing as a train approaches and honks its horns
YPBlhdkTYWWU.wav,A baby cries as if in distress
YuDF0mZGTRC0.wav,A vehicle honks very loudly several times nearby
YuD9ce7y_bco.wav,"Birds chirp in the distance, followed by a man talking and a horse clopping on a surface"
YPBm3oMyo-ww.wav,"Rustling leaves, a strong wind blowing"
YuD2UANrpmQ8.wav,A man talking while a kid cries
YYEucVSWkSAU.wav,Water trickling and splashing several times
YBKExZZNvzJQ.wav,A typing on a keyboard noise with a thump
Y_4HTitD44Yc.wav,Birds chirping and tweeting
Yd8r_-Ktth3w.wav,"A man speaks, a phone rings, a child and woman speak"
Y2MzX4ArMlBg.wav,"A train engine is running and getting closer, and a train whistle is blowing"
Y2N0vna9FLrw.wav,Water is running and gurgling
YWSUZIn-vhp8.wav,Light snoring as birds sing in the background
YWSZk1DjfIyo.wav,"A man huffs and puffs, a belt buckle jingles, and a toilet flushes"
Y2MwHuCr40FI.wav,A woman talks and something screeches while a dog barks afterwards
Y2MwW5vQm4wI.wav,Clanking of dishes and pots
Y2My3EAryutA.wav,A car is skidding as its engine revs an over and over
Y2Myju-xXB4U.wav,A woman speaking in a closed room that echoes her voice and short laughter/chuckle from an audience
Y2Mr4P4YPWVs.wav,"A race car engine is running and accelerated, then it fades away"
Y2MrlnCHRpCg.wav,Domestic dog whimpering
Y2MsODXwBdRY.wav,Loud snoring with high pitched inhaling and laughing
Y2MsYfIPAkB4.wav,"Clattering occurs, and a dog barks and whines"
YRJgQ62RWDBE.wav,A man speaks then taps a glass and sands a surface
Y-WJWdGJJKS0.wav,A man delivering speech and gets responded by other men
Y-WMZUwiLsok.wav,The boat is driving through the water
Y-WFwpBETuDo.wav,"Motor, engine starting"
Y-WGTzdNG8yg.wav,A goose calls out in the distance
Y-WFcBNcMBMQ.wav,Sound of a car starting and moving followed by a man speaking
YBR_0hHBX2J8.wav,An engine works in idle
Y-WE3eMj91tI.wav,"Meow, cat noise, speaking"
YBRNCLwIANXM.wav,"Train engines, a steam whistle goes off"
Y-WNELSjjnJc.wav,Typing on keyboard
Y-WRdq_4yX7c.wav,People moving about
YF2ymQbgLDv4.wav,"A sponge scrubs several times, followed by water dripping down nearby"
Y8dA4uMl9zEQ.wav,A man is speaking
Y8d3VaeOz9qI.wav,"A steady rain is falling, a bird calls briefly as thunder rolls followed by a lightning strike"
Y8cvj0vJm3A8.wav,A woman is giving a speech
Y8cuK45HH69s.wav,Goats cry followed by a man who speaks then a dog barks
Y8ctWrnlRQ54.wav,A child laughs and burps
Y8ctVL9liYEY.wav,A vehicle running and people talking
Y8cslE0c4EYE.wav,"Wind gusts, followed by water being splashed and then a sudden pop"
Y8cr7cMkYraQ.wav,A vehicle speeds away
YpxDQRQCwOIU.wav,"A person speaks, and then a drill rotates loudly, followed by more speaking"
YscbTRD3Tllo.wav,A car motor races by loudly at first and the softly and then idles
YBVa8UBiM1Lc.wav,Barking dogs rustling on hardwood
YscoApKshsuM.wav,"In a quiet environment, an adult female speaks, a click occurs, another adult female speaks briefly, and the first female speaks once more"
YSaeP81CDDC0.wav,"A piece of metal clangs nearby which is followed by a device beeping, after which a toilet flushes"
YSagw-Umk5O8.wav,Water flowing from a faucet
YSaWkwCw4B3k.wav,A man briefly talks then a beep is followed by a door opening
YSahpala5T1Q.wav,Objects are tapped and liquid flows
YPPbp1ARS-nU.wav,Wind blowing and waves crashing
YPPuL8zWHWyE.wav,"A loud sawing is followed by a slamming thud, then more rubbing and sawing"
YDhrxvRVZgR0.wav,Men speak then an engine starts and idles as a dog barks
YDhrDKUvCKBk.wav,Vehicles pass as someone walks through water
YPPYAoQjHA7k.wav,Birds chirping in the background followed by horses neighing
YSvJtfPIgR6o.wav,Someone walks into a pigeon pin and speaks as the pigeons make sounds
Y5JVXGNMyDuc.wav,People yell and then a man begins talking
YSvEHnaAb888.wav,Rain falling and pattering on a surface as vehicles drive by on a wet surface with water splashing
YSv5UyqFn_fg.wav,A small motors whirs
YSvECvMOY-cY.wav,Rain falls and distant birds chirp as a man speaks followed by thunder
Y5JSZ9K2rZRA.wav,A woman addressing a crowd followed by clapping
YTwLHvm1hv8M.wav,Clicking and rattling with faint music playing
YTwRW-I6SRnY.wav,An adult male speaks while metal clanks intermittently
YTw_ACCJbuCY.wav,A baby cries continuously
YTwaM1UTEY4U.wav,A machine runs and vibrates loudly
YG9viKz8EbXU.wav,Someone burps followed by kids talking and someone burping
Yd8u2ksihf38.wav,A squeaking motor runs in multiple frequencies at once
Yz8EEdXB-Kns.wav,Scratching noise shortly followed by goats bleating
Yz8K8MQemQ9I.wav,A woman speaks followed by vibrations of a sewing machine
YQ0lQ8xQAqwU.wav,Sirens ring and people speak as an engine hums
YVa9zGPFqUjE.wav,Heavy snoring and some white noise
Y9yzQlHyphRA.wav,A crowd claps and a woman speaks
Y9yvY3AJitvA.wav,Continuous buzzing
Y9yocQGGdmFw.wav,Distant screeching and gunfire followed by a loud bang
Y9ysj0DMD9bA.wav,Engine revving with distant murmuring
Y9ygvxC8da40.wav,Light wind followed by a pop and laughter
Y9ykOLkdw4Vw.wav,Toilet flushing
Y9yeOu8OzMHc.wav,Water running loudly
Yz8CKZCZWwOI.wav,High powered vibrations and humming from a power tool
YwI2VpJrzbwA.wav,Spraying several times
YwI3e84i9XsE.wav,A diesel engine idles steadily and comes very close by
